epoch,accuracy,loss,val_accuracy,val_loss
0,0.7777729034423828,0.5334076881408691,0.7835437059402466,0.5227290391921997
1,0.781258225440979,0.5244467258453369,0.7871058583259583,0.5191810131072998
2,0.8320762515068054,0.4028927683830261,0.8760719299316406,0.2958681881427765
3,0.9018713235855103,0.24712201952934265,0.8895729780197144,0.27249571681022644
4,0.9309086203575134,0.18558724224567413,0.8868903517723083,0.2873304784297943
5,0.9491710066795349,0.14041335880756378,0.8882536888122559,0.3000224828720093
6,0.9614741802215576,0.10863040387630463,0.8836360573768616,0.344585657119751
7,0.9698412418365479,0.08515270054340363,0.8847354650497437,0.3703032433986664
8,0.9759323596954346,0.06912600249052048,0.884471595287323,0.41481834650039673
